id	name	category1	category2	category3	category4
2069	Igla za implantabilni port	10 - Medicinska sredstva za jednokratnu upotrebu			
2070	Igla za implantaciju intraokularnog sočiva	08 - Oftalmološka i optička medicinska sredstva			
2071	Igla za infuzioni set	10 - Medicinska sredstva za jednokratnu upotrebu			
2072	Igla za infuzioni set, za bebe	10 - Medicinska sredstva za jednokratnu upotrebu			
2073	Igla za insuflaciju, kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu			
2074	Igla za insuflaciju, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu			
2075	Igla za insuflaciju, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu			
2076	Igla za insulinski pen	10 - Medicinska sredstva za jednokratnu upotrebu			
2077	Igla za injektabilni implant za tretman urinarne inkontinencije	10 - Medicinska sredstva za jednokratnu upotrebu			
2078	Igla za injektovanje etanola	10 - Medicinska sredstva za jednokratnu upotrebu			
2079	Igla za injektovanje koštanog cementa	10 - Medicinska sredstva za jednokratnu upotrebu			
2080	Igla za injektovanje koštanog cementa, set	10 - Medicinska sredstva za jednokratnu upotrebu			
2081	Igla za injektovanje, cistoskopija	10 - Medicinska sredstva za jednokratnu upotrebu			
2082	Igla za IVF, za aspiraciju folikula	10 - Medicinska sredstva za jednokratnu upotrebu			
2083	Igla za IVF, za aspiraciju oocita	10 - Medicinska sredstva za jednokratnu upotrebu			
2084	Igla za kardioplegiju, kardiohirurgija	10 - Medicinska sredstva za jednokratnu upotrebu			
2085	Igla za lokalnu anesteziju	02 - Anestezijska i respiratorna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu		
2086	Igla za obeležavanje lezija mekog tkiva	10 - Medicinska sredstva za jednokratnu upotrebu			
2087	Igla za obeležavanje lezija u tkivu dojke	10 - Medicinska sredstva za jednokratnu upotrebu			
2088	Igla za perkutanu nefrostomiju	10 - Medicinska sredstva za jednokratnu upotrebu			
2089	Igla za poravnanje, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2090	Igla za pripremu leka	10 - Medicinska sredstva za jednokratnu upotrebu			
2091	Igla za pristup i biopsiju koštane srži	10 - Medicinska sredstva za jednokratnu upotrebu			
2092	Igla za pristup i biopsiju mekih tkiva	10 - Medicinska sredstva za jednokratnu upotrebu			
2093	Igla za pristup i biopsiju mekih tkiva, set	10 - Medicinska sredstva za jednokratnu upotrebu			
2094	Igla za pristup i citološku aspiracionu biopsiju	10 - Medicinska sredstva za jednokratnu upotrebu			
2095	Igla za pristup i citološku aspiracionu biopsiju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
2096	Igla za punkciju, ginekologija	10 - Medicinska sredstva za jednokratnu upotrebu			
2097	Igla za spinalnu anesteziju	02 - Anestezijska i respiratorna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu		
2098	Igla za spinalnu anesteziju, set	02 - Anestezijska i respiratorna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu		
2099	Igla za stimulaciju pod ultrazvukom	10 - Medicinska sredstva za jednokratnu upotrebu			
2100	Igla za ušivanje, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2101	Igla za uzorkovanje horionskih čupica	10 - Medicinska sredstva za jednokratnu upotrebu			
2102	Igla za uzorkovanje horionskih čupica, set	10 - Medicinska sredstva za jednokratnu upotrebu			
2103	Igla za uzorkovanje krvi	10 - Medicinska sredstva za jednokratnu upotrebu			
2104	Igla za uzorkovanje krvi, sa zaštitnom kapicom	10 - Medicinska sredstva za jednokratnu upotrebu			
2105	Igla za zatvaranje fascije, hirurški instrument, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2106	Igla za zatvaranje fascije, hirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2107	Igla, elektrohirurški instrument	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	04 - Elektro-mehanička medicinska sredstva	05 - Bolnička, aparaturna oprema
2108	Igla, epiduralna	10 - Medicinska sredstva za jednokratnu upotrebu			
2109	Igla, hipodermalna	10 - Medicinska sredstva za jednokratnu upotrebu			
2110	Igla, hirurški instrument, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2111	Igla, hirurški instrument, kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2112	Igla, hirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2113	Igla, hirurški instrument, oftalmologija	08 - Oftalmološka i optička medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
2114	Igla, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2115	Igla, hirurški instrument, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2116	Igla, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2117	Igla, hirurški instrument, stomatologija	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
2118	Igla, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2119	Igla, injekciona, za endoskopiju	10 - Medicinska sredstva za jednokratnu upotrebu			
2120	Igla, injekciona, za endoskopiju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
2121	Igla, injekciona, za meka tkiva	10 - Medicinska sredstva za jednokratnu upotrebu			
2122	Igla, spinalna	10 - Medicinska sredstva za jednokratnu upotrebu			
2123	Igla, spinalna, neonatalna	10 - Medicinska sredstva za jednokratnu upotrebu			
2124	Igla, spinalna, sa uvodnikom	10 - Medicinska sredstva za jednokratnu upotrebu			
2125	Igla, spinalna, set	10 - Medicinska sredstva za jednokratnu upotrebu			
2126	Igla, transseptalna	10 - Medicinska sredstva za jednokratnu upotrebu			
2127	Iglodržač, elektrohirurški instrument	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	04 - Elektro-mehanička medicinska sredstva	05 - Bolnička, aparaturna oprema
2128	Iglodržač, elektrohirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	04 - Elektro-mehanička medicinska sredstva	05 - Bolnička, aparaturna oprema
2129	Iglodržač, hirurški instrument, abdominalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2130	Iglodržač, hirurški instrument, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2131	Iglodržač, hirurški instrument, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2132	Iglodržač, hirurški instrument, grudna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2133	Iglodržač, hirurški instrument, grudna i kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2134	Iglodržač, hirurški instrument, kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2135	Iglodržač, hirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2136	Iglodržač, hirurški instrument, neurohirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2137	Iglodržač, hirurški instrument, oftalmologija	08 - Oftalmološka i optička medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
2138	Iglodržač, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2139	Iglodržač, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2140	Iglodržač, hirurški instrument, stomatologija	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
2141	Iglodržač, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2142	Iglodržač, hirurški instrument, vaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2143	Iglodržač, komponenta spoljnjeg fiksatora	09 - Instrumenti za višekratnu upotrebu			
2144	Imobilizator za transport pacijenta, za glavu i vrat	05 - Bolnička, aparaturna oprema	11 - Tehnička sredstva za hendikepirana lica	09 - Instrumenti za višekratnu upotrebu	
2145	Imobilizator za transport pacijenta, za nogu	05 - Bolnička, aparaturna oprema	11 - Tehnička sredstva za hendikepirana lica	09 - Instrumenti za višekratnu upotrebu	
2146	Imobilizator, pozicioner pacijenta u radioterapiji, blokovi i klinovi 	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2147	Imobilizator, pozicioner pacijenta u radioterapiji, jastuk	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2148	Imobilizator, pozicioner pacijenta u radioterapiji, klinovi	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2149	Imobilizator, pozicioner pacijenta u radioterapiji, luk za glavu	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2150	Imobilizator, pozicioner pacijenta u radioterapiji, luk za trup	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2151	Imobilizator, pozicioner pacijenta u radioterapiji, maska	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2152	Imobilizator, pozicioner pacijenta u radioterapiji, okvir	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2153	Imobilizator, pozicioner pacijenta u radioterapiji, osnovna ploča	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2154	Imobilizator, pozicioner pacijenta u radioterapiji, osnovna ploča, set	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2155	Imobilizator, pozicioner pacijenta u radioterapiji, ploča	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2156	Imobilizator, pozicioner pacijenta u radioterapiji, ploča za abdomen	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2157	Imobilizator, pozicioner pacijenta u radioterapiji, ploča za karlicu i abdomen	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2158	Imobilizator, pozicioner pacijenta u radioterapiji, podmetač za glavu	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2159	Imobilizator, pozicioner pacijenta u radioterapiji, podmetač za glavu, set	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2160	Imobilizator, pozicioner pacijenta u radioterapiji, podmetač za grudni koš i dojku	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2161	Imobilizator, pozicioner pacijenta u radioterapiji, podmetač za koleno	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2162	Imobilizator, pozicioner pacijenta u radioterapiji, podmetač za nadlakticu	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2163	Imobilizator, pozicioner pacijenta u radioterapiji, podmetač za nos	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2164	Imobilizator, pozicioner pacijenta u radioterapiji, podmetač za ramena	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2165	Imobilizator, pozicioner pacijenta u radioterapiji, podmetač za ručni zglob	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2166	Imobilizator, pozicioner pacijenta u radioterapiji, podmetač za stopalo	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2167	Imobilizator, pozicioner pacijenta u radioterapiji, ručke	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2168	Imobilizator, pozicioner pacijenta u radioterapiji, set	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2169	Imobilizator, pozicioner pacijenta u radioterapiji, termoplastična maska za glavu	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2170	Imobilizator, pozicioner pacijenta u radioterapiji, termoplastična maska za glavu i ramena	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2171	Imobilizator, pozicioner pacijenta u radioterapiji, termoplastična maska za grudi	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2172	Imobilizator, pozicioner pacijenta u radioterapiji, termoplastična maska za kukove i karlicu	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2173	Imobilizator, pozicioner pacijenta u radioterapiji, termoplastični prekrivač	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2174	Imobilizator, pozicioner pacijenta u radioterapiji, vakuum jastuk	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2175	Imobilizator, pozicioner pacijenta u radioterapiji, za fiksaciju osnovne ploče	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2176	Imobilizator, pozicioner pacijenta u radioterapiji, za glavu i ramena 	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2177	Imobilizator, pozicioner pacijenta u radioterapiji, za grudni koš	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2178	Imobilizator, pozicioner pacijenta u radioterapiji, za kompresiju	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2179	Imobilizator, pozicioner pacijenta u radioterapiji, za kukove i donje ekstremitete	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2180	Imobilizator, pozicioner pacijenta u radioterapiji, za kukove i karlicu	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2181	Imobilizator, pozicioner pacijenta u radioterapiji, za ramena	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2182	Imobilizator, pozicioner pacijenta u radioterapiji, za ruke	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2183	Impaktor implanta, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2184	Impaktor, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2185	Impaktor, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2186	Implant dojke	07 - Neaktivna implantabilna medicinska sredstva			
2187	Implant lista potkolenice	07 - Neaktivna implantabilna medicinska sredstva			
2188	Implant rožnjače	08 - Oftalmološka i optička medicinska sredstva			
2189	Implant srednjeg uha sa nosačem procesora zvuka	07 - Neaktivna implantabilna medicinska sredstva			
2190	Implant srednjeg uha, za prenos zvuka	07 - Neaktivna implantabilna medicinska sredstva			
2191	Implant testisa	07 - Neaktivna implantabilna medicinska sredstva			
2192	Implant za fiksaciju kosti, zavrtanj sa hirurškim instrumentima, set	07 - Neaktivna implantabilna medicinska sredstva			
2193	Implant za kičmu, adapter	07 - Neaktivna implantabilna medicinska sredstva			
2194	Implant za kičmu, blokator	07 - Neaktivna implantabilna medicinska sredstva			
2195	Implant za kičmu, cervikalni	07 - Neaktivna implantabilna medicinska sredstva			
2196	Implant za kičmu, cilindar	07 - Neaktivna implantabilna medicinska sredstva			
2197	Implant za kičmu, ekspander za telo pršljena, set	07 - Neaktivna implantabilna medicinska sredstva			
2198	Implant za kičmu, kapa tela pršljena	07 - Neaktivna implantabilna medicinska sredstva			
2199	Implant za kičmu, kapica za zavrtanj	07 - Neaktivna implantabilna medicinska sredstva			
2200	Implant za kičmu, klin	07 - Neaktivna implantabilna medicinska sredstva			
2201	Implant za kičmu, kukica	07 - Neaktivna implantabilna medicinska sredstva			
2202	Implant za kičmu, lumbalni	07 - Neaktivna implantabilna medicinska sredstva			
2203	Implant za kičmu, matica zavrtnja	07 - Neaktivna implantabilna medicinska sredstva			
